,relationship,hematokrit,alp,indicator,etytr,hbver,weight,er-cv,leukocyty,hemoglobin,erytrocyty,trombocyty,smoker,alt,ssn,ast,residence,name,company,birthdate,sex,blood_group,address,race
6265,divorced,4.09246,82.89195,0.0,5.01922,4.93345,55.30039,30.24252,4.03097,6.3766,4.96761,6.22566,Y,2.11853,065-29-8786,76.58263,"1486 Aguirre Lights Suite 279
Sotomouth, MD 51964",Kimberly Anderson,"Alexander, Garcia and Thomas",10/16/1997,F,B-,"382 Zachary Bridge Apt. 515
Huntershire, NH 38643",Black
6266,married,5.02845,31.58835,0.0,3.76231,5.37592,82.64625,50.22966,5.6642,4.37755,4.14374,5.71533,Y,1.41352,065-29-8786,81.70314,"1486 Aguirre Lights Suite 279
Sotomouth, MD 51964",Kimberly Anderson,"Alexander, Garcia and Thomas",10/16/1997,F,B-,"382 Zachary Bridge Apt. 515
Huntershire, NH 38643",Black
6267,married,8.37296,58.7187,1.0,2.83217,7.75221,42.46656,47.92639,7.77532,7.58554,5.54218,5.5344,Y,1.37927,065-29-8786,56.74049,"1486 Aguirre Lights Suite 279
Sotomouth, MD 51964",Kimberly Anderson,"Alexander, Garcia and Thomas",10/16/1997,F,B-,"382 Zachary Bridge Apt. 515
Huntershire, NH 38643",Black
6268,married,5.37992,51.60249,1.0,5.12318,5.99573,-5.02992,19.63901,7.75066,7.69647,8.22753,5.36083,N,6.1045,481-53-5149,47.2647,"832 Ashley Drives
Andersonmouth, KS 41211",Nicole Dougherty,Horne-Cummings,03/28/1994,F,B+,"1068 Natalie Pass Apt. 908
South Shawn, TN 97528",Indian
6269,separated,5.91953,69.50159,1.0,4.5613,5.67109,50.12709,54.75906,6.87448,7.34436,7.93024,5.23208,N,5.02199,481-53-5149,60.88075,"832 Ashley Drives
Andersonmouth, KS 41211",Nicole Dougherty,Horne-Cummings,03/28/1994,F,B+,"1068 Natalie Pass Apt. 908
South Shawn, TN 97528",Indian
6270,single,4.30961,86.21388,0.0,4.67016,6.22604,107.42866,51.75155,5.60327,6.76274,5.52204,5.83515,N,2.99387,481-53-5149,66.53003,"832 Ashley Drives
Andersonmouth, KS 41211",Nicole Dougherty,Horne-Cummings,03/28/1994,F,B+,"1068 Natalie Pass Apt. 908
South Shawn, TN 97528",Indian
6271,divorced,5.87191,62.20375,1.0,1.8119,8.55939,89.84795,41.01694,5.03166,7.62745,5.68013,6.61344,Y,2.76626,285-93-4435,71.96136,"92860 Andrade Ridge Apt. 696
Wileymouth, MN 83100",Stephen Watson,Lester-Braun,04/14/2006,M,A-,"9756 Garcia Street
Jenniferhaven, PA 11031",White
6272,single,6.62334,82.02236,1.0,5.5584,5.14221,55.70304,78.45542,9.57444,5.89421,7.42815,6.39388,N,3.30998,285-93-4435,61.71289,"92860 Andrade Ridge Apt. 696
Wileymouth, MN 83100",Stephen Watson,Lester-Braun,04/14/2006,M,A-,"9756 Garcia Street
Jenniferhaven, PA 11031",White
6273,married,4.37585,83.82194,0.0,5.26194,6.59787,79.34719,29.3316,4.27781,5.93984,8.32885,6.24517,Y,6.3437,285-93-4435,51.83231,"92860 Andrade Ridge Apt. 696
Wileymouth, MN 83100",Stephen Watson,Lester-Braun,04/14/2006,M,A-,"9756 Garcia Street
Jenniferhaven, PA 11031",White
6274,separated,4.34909,78.28583,0.0,4.70196,5.05792,73.65758,29.97027,5.02337,5.38448,6.68682,5.76355,N,3.09745,428-99-6098,35.90991,"3830 Velazquez Road Apt. 994
Cynthiatown, SC 11459",Brian Welch,Morris-Jimenez,04/02/1954,M,AB-,"25867 Brenda Pines
Port Cole, CO 54516",Black
6275,separated,7.5705,57.66201,1.0,4.35179,8.06776,43.25759,48.90461,3.43767,5.05929,8.13901,6.3037,Y,5.52182,428-99-6098,62.5498,"3830 Velazquez Road Apt. 994
Cynthiatown, SC 11459",Brian Welch,Morris-Jimenez,04/02/1954,M,AB-,"25867 Brenda Pines
Port Cole, CO 54516",Black
6276,widowed,8.08123,41.92251,1.0,3.11897,4.16655,35.83251,48.62654,8.65055,4.47321,5.47351,7.39068,N,1.97315,428-99-6098,48.25665,"3830 Velazquez Road Apt. 994
Cynthiatown, SC 11459",Brian Welch,Morris-Jimenez,04/02/1954,M,AB-,"25867 Brenda Pines
Port Cole, CO 54516",Black
6277,divorced,7.83023,82.40113,0.0,4.91144,4.02343,21.39068,32.18374,4.6978,6.35718,5.98919,5.88696,N,2.76185,428-99-6098,50.75745,"3830 Velazquez Road Apt. 994
Cynthiatown, SC 11459",Brian Welch,Morris-Jimenez,04/02/1954,M,AB-,"25867 Brenda Pines
Port Cole, CO 54516",Black
6278,single,6.87659,40.83372,1.0,4.10422,7.07312,127.41109,29.47116,4.62655,4.49716,7.00865,7.01532,N,3.41984,089-11-0975,69.361,"4846 Brian Lakes Suite 975
Kristenchester, WA 20703",Rachel Black,Allen LLC,11/19/1966,F,O-,"968 Leslie Harbor Apt. 572
North Emily, KY 67946",Black
6279,married,7.81029,10.73991,1.0,3.80452,6.26692,85.4376,40.64986,3.88712,3.16921,5.72148,5.60347,N,1.64257,089-11-0975,66.51768,"4846 Brian Lakes Suite 975
Kristenchester, WA 20703",Rachel Black,Allen LLC,11/19/1966,F,O-,"968 Leslie Harbor Apt. 572
North Emily, KY 67946",Black
6280,single,7.91825,65.39142,1.0,4.14894,5.55777,-20.32584,65.53033,6.65314,5.33152,6.31803,7.52871,N,2.59291,089-11-0975,55.07715,"4846 Brian Lakes Suite 975
Kristenchester, WA 20703",Rachel Black,Allen LLC,11/19/1966,F,O-,"968 Leslie Harbor Apt. 572
North Emily, KY 67946",Black
6281,nop,7.0897,90.06748,1.0,5.39223,6.77898,54.79612,52.35449,8.02156,6.34884,7.39833,6.35076,Y,3.81728,404-95-1004,63.54888,"30256 Bradley Falls
Kevinmouth, MD 64150",Angelica Costa,Guerra-Mclaughlin,03/01/1953,F,A-,"52677 Graves Views Suite 301
East Brenda, KS 03697",White
6282,married,6.29444,80.52578,1.0,6.28009,6.71899,155.13392,53.43649,7.95361,5.51658,8.17707,5.64217,N,5.75443,404-95-1004,52.44067,"30256 Bradley Falls
Kevinmouth, MD 64150",Angelica Costa,Guerra-Mclaughlin,03/01/1953,F,A-,"52677 Graves Views Suite 301
East Brenda, KS 03697",White
6283,separated,7.08991,71.13773,1.0,5.4514,4.29806,51.63386,48.8746,5.29476,5.34082,6.75907,6.55897,Y,2.32737,507-87-9949,61.14212,"USNV Williams
FPO AA 10777",Jennifer Rivas,"Harper, Rojas and Bradley",05/08/1969,F,AB-,"4160 Valerie Flats
New Danielberg, MI 65791",White
6284,separated,4.13585,40.74153,0.0,3.17329,5.22258,101.89063,69.91122,4.04081,4.78009,3.91614,6.4647,N,1.71173,507-87-9949,77.78798,"USNV Williams
FPO AA 10777",Jennifer Rivas,"Harper, Rojas and Bradley",05/08/1969,F,AB-,"4160 Valerie Flats
New Danielberg, MI 65791",White
6285,divorced,6.27576,68.10155,0.0,3.49457,6.38675,30.39755,70.90945,5.27385,5.37022,4.97476,7.32924,N,1.85316,507-87-9949,75.80639,"USNV Williams
FPO AA 10777",Jennifer Rivas,"Harper, Rojas and Bradley",05/08/1969,F,AB-,"4160 Valerie Flats
New Danielberg, MI 65791",White
6286,divorced,5.52673,81.71099,0.0,4.63154,5.15505,102.93427,48.58044,3.89438,6.71741,8.19416,6.08841,N,5.43904,256-33-4502,67.08704,"67431 Dean Plain Apt. 197
Lisachester, NE 52410",Kelly Butler,Nunez Group,11/23/1943,F,A+,"USNS Bradshaw
FPO AE 91927",Black
6287,single,6.83867,82.73636,1.0,4.19856,5.20198,130.57833,33.44742,4.4516,6.48535,8.14566,5.64886,N,4.44319,256-33-4502,70.8734,"67431 Dean Plain Apt. 197
Lisachester, NE 52410",Kelly Butler,Nunez Group,11/23/1943,F,A+,"USNS Bradshaw
FPO AE 91927",Black
6288,single,7.63098,88.90503,1.0,5.08725,6.79235,74.92354,51.13819,4.60027,6.02064,7.00014,6.08834,Y,2.73483,256-33-4502,63.05984,"67431 Dean Plain Apt. 197
Lisachester, NE 52410",Kelly Butler,Nunez Group,11/23/1943,F,A+,"USNS Bradshaw
FPO AE 91927",Black
6289,single,5.044,78.87575,0.0,2.41513,6.08179,82.26743,43.62594,5.23458,6.38929,3.38656,4.44731,N,1.70712,460-89-7356,66.57457,"670 Sutton Plains Apt. 340
Lake Jason, MS 18699",Don Delacruz,"James, Walker and Jones",01/20/1937,M,B+,"7594 Griffith Curve Apt. 560
Jefferyton, MI 72096",White
6290,divorced,3.82151,79.96466,0.0,5.03569,4.72398,107.0757,29.94741,5.34803,6.94158,6.61943,6.43839,N,2.14037,460-89-7356,61.88423,"670 Sutton Plains Apt. 340
Lake Jason, MS 18699",Don Delacruz,"James, Walker and Jones",01/20/1937,M,B+,"7594 Griffith Curve Apt. 560
Jefferyton, MI 72096",White
6291,widowed,3.62944,62.47031,0.0,5.60188,7.36681,82.13844,72.87581,4.7075,7.5306,8.29239,3.86726,N,7.05022,460-89-7356,85.90478,"670 Sutton Plains Apt. 340
Lake Jason, MS 18699",Don Delacruz,"James, Walker and Jones",01/20/1937,M,B+,"7594 Griffith Curve Apt. 560
Jefferyton, MI 72096",White
6292,divorced,6.82603,58.5232,1.0,2.36248,5.02436,84.82857,45.39341,3.37253,7.7267,7.62385,6.74964,N,4.17646,616-58-1429,70.0291,"032 Richards Plaza Suite 993
Lake Erikaville, IA 65450",Caitlyn Bowers,"Davis, Martinez and Johnson",07/07/1947,F,B+,"30349 Hudson Key
West Shellyburgh, NV 17763",Black
6293,nop,5.87217,65.46743,0.0,3.92825,5.99817,62.03651,46.21008,4.75655,7.24865,6.04331,7.76056,N,2.21008,616-58-1429,71.12344,"032 Richards Plaza Suite 993
Lake Erikaville, IA 65450",Caitlyn Bowers,"Davis, Martinez and Johnson",07/07/1947,F,B+,"30349 Hudson Key
West Shellyburgh, NV 17763",Black
6294,divorced,9.09861,78.57593,1.0,4.34975,6.2523,103.14249,42.34725,7.95941,6.18195,5.5347,7.40751,N,2.33342,616-58-1429,92.25288,"032 Richards Plaza Suite 993
Lake Erikaville, IA 65450",Caitlyn Bowers,"Davis, Martinez and Johnson",07/07/1947,F,B+,"30349 Hudson Key
West Shellyburgh, NV 17763",Black
6295,separated,4.09807,80.68359,1.0,2.09548,7.13653,114.05758,25.60586,5.90247,6.72899,8.34388,6.46143,N,6.24639,451-58-1113,43.4161,"871 Benjamin Row Apt. 651
South Eric, MT 29908",Sierra Hernandez,Bennett Group,04/22/1947,F,O-,"19097 Brian Park Apt. 913
New Kathyville, NE 94013",White
6296,married,5.48262,22.37392,1.0,4.91122,5.9663,20.45019,61.78808,6.64089,3.80189,7.13494,6.73643,N,2.51895,451-58-1113,64.02418,"871 Benjamin Row Apt. 651
South Eric, MT 29908",Sierra Hernandez,Bennett Group,04/22/1947,F,O-,"19097 Brian Park Apt. 913
New Kathyville, NE 94013",White
6297,single,6.08559,74.32669,1.0,4.57983,5.39797,112.63682,57.26188,5.9067,5.65271,6.33205,3.18331,Y,3.0693,451-58-1113,69.6453,"871 Benjamin Row Apt. 651
South Eric, MT 29908",Sierra Hernandez,Bennett Group,04/22/1947,F,O-,"19097 Brian Park Apt. 913
New Kathyville, NE 94013",White
6298,nop,4.67966,73.38349,1.0,3.83231,6.01997,3.31462,46.03004,7.10923,7.29019,7.36353,4.49132,Y,3.85552,639-34-4350,58.88941,"724 Mcdaniel Roads
Wintersville, TN 38663",Jack Ward,Nichols LLC,10/20/1973,M,AB-,"0014 Anna Field Apt. 376
North Johnbury, ND 27856",White
6299,divorced,8.6312,53.18695,1.0,6.35822,5.56798,97.94014,47.04713,4.39671,4.85113,6.46689,5.86128,N,4.02426,639-34-4350,68.7469,"724 Mcdaniel Roads
Wintersville, TN 38663",Jack Ward,Nichols LLC,10/20/1973,M,AB-,"0014 Anna Field Apt. 376
North Johnbury, ND 27856",White
6300,divorced,7.93562,70.65015,1.0,5.08502,6.07381,91.25447,34.58027,3.55913,6.99845,9.09406,5.21981,Y,11.01182,639-34-4350,69.67137,"724 Mcdaniel Roads
Wintersville, TN 38663",Jack Ward,Nichols LLC,10/20/1973,M,AB-,"0014 Anna Field Apt. 376
North Johnbury, ND 27856",White
6301,widowed,4.28241,73.60919,0.0,2.64852,4.24517,38.11882,53.0258,3.57287,7.09437,3.38385,5.45367,N,1.87646,639-34-4350,59.96851,"724 Mcdaniel Roads
Wintersville, TN 38663",Jack Ward,Nichols LLC,10/20/1973,M,AB-,"0014 Anna Field Apt. 376
North Johnbury, ND 27856",White
6302,married,8.40162,86.66694,1.0,6.24691,6.39204,43.54529,46.57404,6.30739,5.62862,7.0349,4.481,N,2.55418,785-12-7262,69.05175,"15533 Nicholas Pass Apt. 159
Johnsonstad, OR 69852",Emily Beck,Bradley LLC,10/22/1996,F,AB-,"5309 Valentine Path Apt. 523
Port Carlos, CO 31449",White
6303,divorced,5.0729,90.76582,0.0,2.76229,4.75622,42.80976,54.00167,5.11367,6.24307,3.43345,7.71521,Y,2.04362,785-12-7262,65.36866,"15533 Nicholas Pass Apt. 159
Johnsonstad, OR 69852",Emily Beck,Bradley LLC,10/22/1996,F,AB-,"5309 Valentine Path Apt. 523
Port Carlos, CO 31449",White
6304,divorced,3.91467,60.04358,0.0,4.17016,6.20001,123.55044,71.66178,5.56137,5.10543,4.73484,6.32369,N,1.05339,785-12-7262,46.75544,"15533 Nicholas Pass Apt. 159
Johnsonstad, OR 69852",Emily Beck,Bradley LLC,10/22/1996,F,AB-,"5309 Valentine Path Apt. 523
Port Carlos, CO 31449",White
6305,married,6.3462,72.80704,1.0,3.54592,7.07762,35.78058,20.97041,4.633,7.12345,7.3307,5.99948,Y,3.08155,271-16-9847,83.64371,"1302 Fleming Plain
Nicholasland, NC 85861",Sean Dean,Holt-Johnson,10/30/1926,M,O+,"6173 Wesley Forges
South Stephaniefurt, MD 19198",White
6306,married,7.43466,31.42175,1.0,4.56547,5.99483,29.62025,44.4019,4.39407,4.47886,6.72673,5.2134,N,2.58072,271-16-9847,69.22627,"1302 Fleming Plain
Nicholasland, NC 85861",Sean Dean,Holt-Johnson,10/30/1926,M,O+,"6173 Wesley Forges
South Stephaniefurt, MD 19198",White
6307,married,4.20296,79.89827,0.0,5.26332,6.67291,61.8008,51.5409,3.63729,6.30763,5.13107,7.49675,Y,0.82795,271-16-9847,66.04128,"1302 Fleming Plain
Nicholasland, NC 85861",Sean Dean,Holt-Johnson,10/30/1926,M,O+,"6173 Wesley Forges
South Stephaniefurt, MD 19198",White
6308,widowed,5.6644,74.49719,0.0,4.14002,4.28887,48.95852,56.28105,4.75988,6.83092,6.35871,6.73101,N,2.68454,271-16-9847,78.40154,"1302 Fleming Plain
Nicholasland, NC 85861",Sean Dean,Holt-Johnson,10/30/1926,M,O+,"6173 Wesley Forges
South Stephaniefurt, MD 19198",White
6309,divorced,6.97896,90.4867,1.0,3.58946,5.41396,6.33295,48.29391,6.88536,5.91282,6.87442,4.28233,N,2.21574,806-30-9826,70.39858,"50649 John Roads Suite 178
East Raymondmouth, OH 86344",Joseph Parker,Campbell-Lee,01/16/1931,M,O+,"4114 Hunter Harbors
South Janice, AL 12445",White
6310,single,7.10363,84.33735,1.0,5.11314,5.13621,90.17727,28.7388,5.48215,6.33563,5.84817,5.72933,N,1.79369,806-30-9826,86.20786,"50649 John Roads Suite 178
East Raymondmouth, OH 86344",Joseph Parker,Campbell-Lee,01/16/1931,M,O+,"4114 Hunter Harbors
South Janice, AL 12445",White
6311,divorced,5.35302,86.6826,1.0,4.06115,4.84928,141.48695,36.84439,6.88868,6.74675,6.58185,4.86018,N,1.97565,806-30-9826,46.08842,"50649 John Roads Suite 178
East Raymondmouth, OH 86344",Joseph Parker,Campbell-Lee,01/16/1931,M,O+,"4114 Hunter Harbors
South Janice, AL 12445",White
6312,single,4.56328,85.68689,0.0,4.06302,3.84532,45.22932,53.3892,4.03803,6.43595,4.2751,5.46003,N,2.5243,080-13-7840,68.98922,"93045 Carter Ridges Suite 401
Port Wayne, IL 96095",Robert Mckee,Montgomery-Mccormick,09/19/1918,M,O-,"525 Andrea Square Suite 596
Port Tracyton, OR 00519",Hawaiian
6313,single,8.68544,89.27171,1.0,5.64549,5.56971,82.54995,39.30526,3.77736,6.72314,6.13065,4.76756,N,2.47416,080-13-7840,62.89005,"93045 Carter Ridges Suite 401
Port Wayne, IL 96095",Robert Mckee,Montgomery-Mccormick,09/19/1918,M,O-,"525 Andrea Square Suite 596
Port Tracyton, OR 00519",Hawaiian
6314,single,4.3391,87.09929,0.0,5.40649,8.1259,73.74347,50.86577,4.57655,6.62805,8.08781,7.29417,Y,5.80553,080-13-7840,68.87333,"93045 Carter Ridges Suite 401
Port Wayne, IL 96095",Robert Mckee,Montgomery-Mccormick,09/19/1918,M,O-,"525 Andrea Square Suite 596
Port Tracyton, OR 00519",Hawaiian
6315,married,6.07542,47.52441,0.0,5.01784,4.54451,65.84458,52.14532,4.15982,4.84525,4.61967,6.36922,Y,2.1684,718-18-0616,59.80303,"176 Phillips Inlet
Jacobburgh, ID 04632",Pamela Jones,Black-Reed,01/05/1980,F,O-,"985 Derek Crescent
North Jacqueline, CA 09568",White
6316,single,6.10114,72.49102,0.0,3.72692,4.13927,67.95754,25.99947,5.75457,7.05608,3.7856,6.8042,Y,2.07961,718-18-0616,49.08511,"176 Phillips Inlet
Jacobburgh, ID 04632",Pamela Jones,Black-Reed,01/05/1980,F,O-,"985 Derek Crescent
North Jacqueline, CA 09568",White
6317,divorced,8.25573,58.60341,1.0,6.72865,5.49088,92.14719,58.26328,4.52748,5.07934,7.72784,5.36494,N,4.32066,718-18-0616,53.50413,"176 Phillips Inlet
Jacobburgh, ID 04632",Pamela Jones,Black-Reed,01/05/1980,F,O-,"985 Derek Crescent
North Jacqueline, CA 09568",White
6318,widowed,6.73435,74.14217,1.0,3.20757,5.43153,20.97417,55.09242,4.2619,5.45218,6.70812,3.95657,Y,2.96286,532-11-8674,60.51255,"9912 Jason Viaduct
Leeland, DC 48244",Ronnie Cervantes,"Ibarra, Douglas and Murray",09/18/2003,M,A+,"PSC 0027, Box 7940
APO AE 77902",Black
6319,single,5.84538,81.52992,1.0,5.01192,6.3303,56.5905,33.33682,6.73054,5.7838,8.24772,4.11679,N,6.49187,532-11-8674,63.47557,"9912 Jason Viaduct
Leeland, DC 48244",Ronnie Cervantes,"Ibarra, Douglas and Murray",09/18/2003,M,A+,"PSC 0027, Box 7940
APO AE 77902",Black
6320,separated,8.11574,83.46909,1.0,2.55631,4.37137,131.68872,55.82869,7.91474,6.64461,5.42654,6.4751,N,2.51724,532-11-8674,85.00901,"9912 Jason Viaduct
Leeland, DC 48244",Ronnie Cervantes,"Ibarra, Douglas and Murray",09/18/2003,M,A+,"PSC 0027, Box 7940
APO AE 77902",Black
6321,widowed,3.99061,91.803,0.0,3.45141,6.24993,95.10767,50.19328,5.36681,6.63055,4.13616,4.62428,N,2.43703,675-01-3571,61.12384,"129 Katherine Branch Apt. 662
Weberport, TN 54001",Joshua Martinez,"Hutchinson, Davis and Peters",04/11/2004,M,AB+,"40658 Jarvis Springs Apt. 263
Jonesborough, CT 21914",White
6322,divorced,5.67898,80.53674,1.0,4.32592,4.69571,46.19597,43.34515,6.17062,6.81306,8.35644,6.8008,N,6.60268,675-01-3571,53.91146,"129 Katherine Branch Apt. 662
Weberport, TN 54001",Joshua Martinez,"Hutchinson, Davis and Peters",04/11/2004,M,AB+,"40658 Jarvis Springs Apt. 263
Jonesborough, CT 21914",White
6323,single,7.98331,74.62804,1.0,2.71654,5.38598,45.31324,63.27144,8.64763,7.12649,5.2024,5.06349,Y,2.12376,675-01-3571,58.75045,"129 Katherine Branch Apt. 662
Weberport, TN 54001",Joshua Martinez,"Hutchinson, Davis and Peters",04/11/2004,M,AB+,"40658 Jarvis Springs Apt. 263
Jonesborough, CT 21914",White
6324,widowed,4.52875,61.03402,0.0,4.70983,4.33623,56.97157,52.80767,4.94881,7.58577,6.65995,6.19255,Y,2.93007,709-25-4825,59.06689,"4090 Russell Alley Apt. 205
Avilachester, NC 07307",Christopher Phillips,Vasquez-Davis,05/31/1936,M,A+,"077 Kara Stravenue
South Andrewborough, OR 59341",Black
6325,single,4.93742,55.55094,0.0,5.39719,4.33921,86.53233,48.50695,5.04412,4.85249,5.21938,5.94534,Y,2.0335,709-25-4825,68.54048,"4090 Russell Alley Apt. 205
Avilachester, NC 07307",Christopher Phillips,Vasquez-Davis,05/31/1936,M,A+,"077 Kara Stravenue
South Andrewborough, OR 59341",Black
6326,married,7.84815,44.29497,1.0,5.53342,6.08596,114.32075,56.76754,8.24667,4.44876,6.51427,5.19914,N,2.52708,709-25-4825,70.38829,"4090 Russell Alley Apt. 205
Avilachester, NC 07307",Christopher Phillips,Vasquez-Davis,05/31/1936,M,A+,"077 Kara Stravenue
South Andrewborough, OR 59341",Black
6327,separated,6.62498,79.75277,1.0,3.37548,7.96538,74.81353,51.73447,4.58431,6.56766,6.81137,7.00877,N,4.21694,304-94-1158,61.56949,"PSC 1764, Box 1288
APO AP 06603",Charles Sanchez,Austin-Romero,02/01/1974,M,AB-,"Unit 7205 Box 6249
DPO AE 13743",White
6328,widowed,5.47306,68.35878,0.0,5.09663,5.21973,42.49033,40.93166,3.81038,5.1827,4.66522,6.6113,N,1.58842,304-94-1158,89.69062,"PSC 1764, Box 1288
APO AP 06603",Charles Sanchez,Austin-Romero,02/01/1974,M,AB-,"Unit 7205 Box 6249
DPO AE 13743",White
6329,divorced,6.54217,58.20273,1.0,2.88728,6.43476,95.38961,32.88468,6.03812,4.97401,6.89397,6.57156,N,2.23948,304-94-1158,55.8163,"PSC 1764, Box 1288
APO AP 06603",Charles Sanchez,Austin-Romero,02/01/1974,M,AB-,"Unit 7205 Box 6249
DPO AE 13743",White
6330,widowed,8.12674,71.20248,1.0,4.21211,6.96803,76.42618,49.15457,3.95067,5.31271,4.55329,6.68403,Y,1.64024,790-93-2501,73.35559,"659 Obrien Ramp
Simpsonstad, HI 30114",Angel Villanueva,Vega LLC,01/13/1911,M,B-,"8550 Hughes Falls
South Cliffordville, MT 03783",Black
6331,divorced,6.33205,63.55413,0.0,3.80688,5.52732,60.36045,30.28076,3.84594,5.13157,3.67873,5.39512,Y,2.03372,790-93-2501,72.73119,"659 Obrien Ramp
Simpsonstad, HI 30114",Angel Villanueva,Vega LLC,01/13/1911,M,B-,"8550 Hughes Falls
South Cliffordville, MT 03783",Black
6332,separated,6.34147,85.58692,0.0,6.74887,7.09177,112.97756,31.42762,5.95374,5.78753,5.6902,5.93099,Y,1.9031,790-93-2501,62.15776,"659 Obrien Ramp
Simpsonstad, HI 30114",Angel Villanueva,Vega LLC,01/13/1911,M,B-,"8550 Hughes Falls
South Cliffordville, MT 03783",Black
6333,widowed,4.75161,87.71789,0.0,4.99834,6.50853,8.56745,37.09839,4.12714,6.57778,8.06272,4.12821,N,5.42816,737-82-1680,79.67714,"20759 Jessica Run
Whitestad, IL 37622",Dawn Moore,Clark-Barnes,08/23/1963,F,B-,"8429 Smith Stream Suite 247
Charlenefurt, CO 58451",White
6334,widowed,7.54153,88.65425,1.0,5.12146,6.14854,65.03422,55.26792,4.75269,6.68927,6.52775,3.99912,N,3.30221,737-82-1680,65.15286,"20759 Jessica Run
Whitestad, IL 37622",Dawn Moore,Clark-Barnes,08/23/1963,F,B-,"8429 Smith Stream Suite 247
Charlenefurt, CO 58451",White
6335,married,6.87405,26.56864,1.0,3.60255,6.07252,120.30672,42.78873,6.50399,4.16414,6.89908,4.54553,Y,2.29008,737-82-1680,55.09402,"20759 Jessica Run
Whitestad, IL 37622",Dawn Moore,Clark-Barnes,08/23/1963,F,B-,"8429 Smith Stream Suite 247
Charlenefurt, CO 58451",White
6336,single,4.84029,65.19439,1.0,5.67541,4.64736,99.50579,57.66715,6.16563,7.28714,9.58357,5.77818,Y,17.28259,737-82-1680,71.99091,"20759 Jessica Run
Whitestad, IL 37622",Dawn Moore,Clark-Barnes,08/23/1963,F,B-,"8429 Smith Stream Suite 247
Charlenefurt, CO 58451",White
6337,married,4.46968,55.00558,0.0,2.85174,5.19995,44.66101,52.54306,4.30016,4.87176,3.55715,4.79788,N,0.7663,103-03-4493,55.35097,"810 Jeremiah Harbor
Villarrealview, AK 05962",Mr. James Young,Banks-Stewart,03/30/1933,M,O-,"682 Mitchell Pines Apt. 599
Silvaberg, HI 92192",Indian
6338,widowed,5.59884,49.9185,0.0,4.35795,5.02562,35.86418,55.95185,4.12278,4.73913,7.66432,7.23738,Y,3.79105,103-03-4493,66.51155,"810 Jeremiah Harbor
Villarrealview, AK 05962",Mr. James Young,Banks-Stewart,03/30/1933,M,O-,"682 Mitchell Pines Apt. 599
Silvaberg, HI 92192",Indian
6339,married,7.44432,68.09106,1.0,5.5329,6.28117,77.93974,48.64587,4.73914,5.40195,7.85239,4.81651,N,4.56388,103-03-4493,64.67592,"810 Jeremiah Harbor
Villarrealview, AK 05962",Mr. James Young,Banks-Stewart,03/30/1933,M,O-,"682 Mitchell Pines Apt. 599
Silvaberg, HI 92192",Indian
6340,single,7.85755,81.7052,1.0,5.01325,5.5439,70.27142,44.21915,3.73688,5.68967,8.13657,5.23885,N,5.73108,646-41-0174,56.98001,"66823 Melissa Ramp Suite 632
South Christinaville, SC 57373",Kevin Hawkins,"Garrett, Parker and Huffman",01/10/1909,M,A-,"55298 Ramos Mission
Smithtown, KS 76868",White
6341,nop,4.88807,83.98349,0.0,4.37342,6.25822,116.607,62.04005,5.01893,6.3343,6.39584,7.2319,N,2.92147,646-41-0174,73.93105,"66823 Melissa Ramp Suite 632
South Christinaville, SC 57373",Kevin Hawkins,"Garrett, Parker and Huffman",01/10/1909,M,A-,"55298 Ramos Mission
Smithtown, KS 76868",White
6342,nop,5.84981,82.61048,1.0,4.99884,6.41949,69.58401,33.54056,7.22424,5.55369,8.16284,6.58264,Y,6.06925,584-61-5097,51.86875,"75243 Anna Port Apt. 694
Chaveztown, FL 14105",Andrew Davis,Bowen PLC,05/29/1927,M,B+,"4442 William Port
New Brandy, ID 70208",Black
6343,single,8.06917,79.80107,1.0,4.13543,5.14138,82.41376,22.53573,6.42127,6.6753,6.50575,5.04804,N,2.65232,584-61-5097,72.44475,"75243 Anna Port Apt. 694
Chaveztown, FL 14105",Andrew Davis,Bowen PLC,05/29/1927,M,B+,"4442 William Port
New Brandy, ID 70208",Black
6344,single,8.69046,43.85217,1.0,0.44844,7.42711,103.44348,37.83936,7.76297,4.47933,4.19741,4.75205,Y,2.19082,584-61-5097,53.54279,"75243 Anna Port Apt. 694
Chaveztown, FL 14105",Andrew Davis,Bowen PLC,05/29/1927,M,B+,"4442 William Port
New Brandy, ID 70208",Black
6345,widowed,4.73413,88.36604,0.0,4.44602,5.25255,79.02241,31.98341,5.22402,6.45234,5.9727,6.11159,N,2.25659,401-57-0644,63.65941,"Unit 1899 Box 3649
DPO AE 01600",Jessica Gonzalez,"Stein, Riley and Nguyen",10/04/1911,F,A-,"60552 Tracey Passage Suite 798
Lake Christine, IL 93489",Black
6346,divorced,8.65991,64.19007,1.0,7.92741,6.48892,95.16163,45.70984,5.2107,5.16551,7.66213,6.76061,N,3.9419,401-57-0644,83.54238,"Unit 1899 Box 3649
DPO AE 01600",Jessica Gonzalez,"Stein, Riley and Nguyen",10/04/1911,F,A-,"60552 Tracey Passage Suite 798
Lake Christine, IL 93489",Black
6347,divorced,8.3521,89.88785,1.0,4.33085,6.66433,-2.54905,73.4771,7.14191,6.00048,6.32181,6.4304,N,2.79846,186-66-5012,75.86672,"314 Jessica Curve
Loveberg, AL 46681",Tiffany Day,"Walsh, Green and Morales",02/24/1966,F,A-,"USS Gibson
FPO AP 76118",White
